OBJECTID,RecordID,Name,Address_Line_1,Address_Line_2,Borough,Cuisine
736,50135303,BIRCH COFFEE,136 CHURCH STREET,"New York, NY 10007",Manhattan,Coffee/Tea
737,50119755,BOBA GUYS,145 GREENE STREET,"New York, NY 10012",Manhattan,Coffee/Tea
742,50141225,BLUE BOTTLE COFFEE,1227 BROADWAY,"New York, NY 10001",Manhattan,Coffee/Tea
743,50140452,BOCA CHICA SEAFOOD,584 WEST  207 STREET,"New York, NY 10034",Manhattan,Spanish
744,50133516,THE BAZAAR DINING ROOM BY JOSE ANDRE,25 WEST   28 STREET,"New York, NY 10001",Manhattan,Other
748,50106095,BLUE WILLOW,40 WEST   56 STREET,"New York, NY 10019",Manhattan,Chinese
751,50111188,BLUESTONE LANE,55 HUDSON YARDS,"New York, NY 10001",Manhattan,American 
752,50126244,BODY SPACE FITNESS,330 EAST   59 STREET,"New York, NY 10022",Manhattan,"Juice, Smoothies, Fruit Salads"
757,50123865,BOBA GUYS,35 SPRING STREET,"New York, NY 10012",Manhattan,Coffee/Tea
758,50104991,BONBERI MART,321 WEST   11 STREET,"New York, NY 10014",Manhattan,Vegetarian
759,50104890,BEL-FRIES,132 LUDLOW STREET,"New York, NY 10002",Manhattan,Chicken
760,50136801,BOBA WHALE,1138 1 AVENUE,"New York, NY 10065",Manhattan,Coffee/Tea
761,50129597,BOBWHITE COUNTER,124 EAST   14 STREET,"New York, NY 10003",Manhattan,American 
765,50099701,BOOK CLUB,197 EAST    3 STREET,"New York, NY 10009",Manhattan,Coffee/Tea
767,50142024,BONJOUR MIXEUR,1436 LEXINGTON AVENUE,"New York, NY 10128",Manhattan,French
770,50075060,BOQUERIA,260 WEST   40 STREET,"New York, NY 10018",Manhattan,Tapas
774,50138507,BOTTE,35 AVENUE OF THE AMERICAS,"New York, NY 10013",Manhattan,Italian
775,50134533,BEER HERE!,96 SOUTH STREET,"New York, NY 10038",Manhattan,American 
776,50054294,BOUCHERIE,99 7 AVENUE SOUTH,"New York, NY 10014",Manhattan,French
779,50116833,BOURKE STREET BAKERY,162 8 AVENUE,"New York, NY 10011",Manhattan,Bakery Products/Desserts
782,50140192,BIRCH COFFEE,200 BROADWAY,"New York, NY 10038",Manhattan,Coffee/Tea
783,50119778,BETTY,193 HENRY STREET,"New York, NY 10002",Manhattan,New American
784,50127281,BIS,1207 LEXINGTON AVENUE,"New York, NY 10028",Manhattan,Jewish/Kosher
788,50111610,BREAD STORY,264 1 AVENUE,"New York, NY 10009",Manhattan,Bakery Products/Desserts
794,50105032,BLACK STAR BAKERY & CAFE,241 EAST   24 STREET,"New York, NY 10010",Manhattan,Coffee/Tea
796,50126955,BRINDLE ROOM,647 EAST   11 STREET,"New York, NY 10009",Manhattan,American 
798,50100085,BLACK BURGER/LOS TACOS HERMANOS,386 CANAL STREET,"New York, NY 10013",Manhattan,American 
802,50041653,BLACK SEED BAGELS,176 1 AVENUE,"New York, NY 10009",Manhattan,Bagels/Pretzels
805,50094180,BLANK SLATE,941 2 AVENUE,"New York, NY 10022",Manhattan,American 
807,50117265,BLANK STREET,149 AVENUE A,"New York, NY 10009",Manhattan,Coffee/Tea
809,50106212,BROOKLYN DUMPLING SHOP,131 1 AVENUE,"New York, NY 10003",Manhattan,Chinese
810,50117961,BLANK STREET,300 BLEECKER STREET,"New York, NY 10014",Manhattan,Coffee/Tea
813,50117964,BLANK STREET COFFEE,127 EAST   23 STREET,"New York, NY 10010",Manhattan,Coffee/Tea
817,50131166,BERLINA CAFE,600 8 AVENUE,"New York, NY 10018",Manhattan,American 
819,50036737,BREADS BAKERY,41 WEST   40 STREET,"New York, NY 10018",Manhattan,Bakery Products/Desserts
823,50088751,BREAK BAR,458 9 AVENUE,"New York, NY 10018",Manhattan,American 
830,50123748,BLANK STREET COFFEE,298 5 AVENUE,"New York, NY 10001",Manhattan,Coffee/Tea
832,50127896,BLANK STREET COFFEE,688 BROADWAY,"New York, NY 10012",Manhattan,Coffee/Tea
833,50136443,BILLS SUPPER CLUB,57 EAST   54 STREET,"New York, NY 10022",Manhattan,American 
836,50126422,BLANK STREET COFFEE,1284 3 AVENUE,"New York, NY 10021",Manhattan,Coffee/Tea
837,50090088,BIN 141,43 AVENUE A,"New York, NY 10009",Manhattan,American 
840,50127898,BLANK STREET COFFEE,590 6 AVENUE,"New York, NY 10011",Manhattan,Coffee/Tea
848,50068093,BIRCH COFFEE,171 EAST   88 STREET,"New York, NY 10128",Manhattan,Coffee/Tea
849,50137574,BRUNCH,2210 BROADWAY,"New York, NY 10024",Manhattan,American 
850,50120273,BLESS BAR & KITCHEN,3496 BROADWAY,"New York, NY 10031",Manhattan,Latin American
851,50125810,BIRCH COFFEE,240 EAST   54 STREET,"New York, NY 10022",Manhattan,Coffee/Tea
856,50045966,BIRCH COFFEE-Entrance on Beekman St,8 SPRUCE STREET,"New York, NY 10038",Manhattan,Coffee/Tea
858,50133265,BIRD & BRANCH,25 11 AVENUE,"New York, NY 10011",Manhattan,Coffee/Tea
867,50120328,BLUE BOTTLE COFFEE,1 PENN PLAZA,"New York, NY 10119",Manhattan,Coffee/Tea
868,50116365,BURGER JOINT,383 WEST   31 STREET,"New York, NY 10001",Manhattan,Hamburgers
874,50080230,BLUESTONE LANE,417 AMSTERDAM AVENUE,"New York, NY 10024",Manhattan,Australian
875,50119434,BLUE PARK KITCHEN,666 3 AVENUE,"New York, NY 10017",Manhattan,American 
880,50118833,BLUESTONE LANE,330 MADISON AVENUE,"New York, NY 10017",Manhattan,Coffee/Tea
881,50070079,BLUESTONE LANE,435 WEST   31 STREET,"New York, NY 10001",Manhattan,Australian
883,50111191,BLUESTONE LANE COFFEE,109 WEST BROADWAY,"New York, NY 10013",Manhattan,Australian
884,50080585,BLUESTONE LANE,400 MADISON AVENUE,"New York, NY 10017",Manhattan,Coffee/Tea
886,50132090,BNPP EXECUTIVE DINING,787 7 AVENUE,"New York, NY 10019",Manhattan,American 
887,50080589,BLUESTONE LANE,11 TIMES SQUARE,"New York, NY 10036",Manhattan,Coffee/Tea
889,50135931,BO's Bagels,3750 BROADWAY,"New York, NY 10032",Manhattan,Bagels/Pretzels
895,50095025,BLUESTONE LANE,1120 6 AVENUE,"New York, NY 10036",Manhattan,Coffee/Tea
898,50129636,BISOU,112 6 AVENUE,"New York, NY 10013",Manhattan,French
900,50034499,BURGER KING,154 EAST  116 STREET,"New York, NY 10029",Manhattan,Hamburgers
903,50119057,BURGER KING,16 BEAVER STREET,"New York, NY 10004",Manhattan,Other
904,50123103,BURGER VILLAGE,120 CHURCH STREET,"New York, NY 10007",Manhattan,Hamburgers
913,50125883,BURGEROLOGY,320 WEST   36 STREET,"New York, NY 10018",Manhattan,Hamburgers
914,50087216,BUUNNI COFFEE,4961 BROADWAY,"New York, NY 10034",Manhattan,Coffee/Tea
917,50114162,BY THE WAY BAKERY,2440 BROADWAY,"New York, NY 10024",Manhattan,Bakery Products/Desserts
918,50132214,BLACK SEED BAGELS,200 PARK AVENUE,"New York, NY 10166",Manhattan,Bagels/Pretzels
922,50109552,BLUESTONE LANE,2 RIVER TERRACE,"New York, NY 10282",Manhattan,Australian
924,50134013,BOBBY'S NIGHT OUT,145 AVENUE C,"New York, NY 10009",Manhattan,Mexican
927,50004379,BUTTER RESTAURANT,70 WEST   45 STREET,"New York, NY 10036",Manhattan,American 
938,50086714,BLACK PRESS COFFEE,274 COLUMBUS AVENUE,"New York, NY 10023",Manhattan,Coffee/Tea
939,50118140,BLANK STREET COFFEE,1173 LEXINGTON AVENUE,"New York, NY 10028",Manhattan,Coffee/Tea
940,50115276,CAFE AT SAKS FIFTH AVENUE,611 5 AVENUE,"New York, NY 10022",Manhattan,Coffee/Tea
942,50120141,BONDI SUSHI,275 GREENWICH STREET,"New York, NY 10007",Manhattan,Asian/Asian Fusion
944,50055609,CAFE EAST,2920 BROADWAY,"New York, NY 10027",Manhattan,Asian/Asian Fusion
947,50123542,CAFE GRUMPY,63 MADISON AVENUE,"New York, NY 10016",Manhattan,American 
949,50130370,BLACKROCK CDR 4TH FLOOR,50 HUDSON YARDS,"New York, NY 10001",Manhattan,Other
954,50095837,C. DI PALO LATTICINI FRESCHI,151 MOTT STREET,"New York, NY 10013",Manhattan,Other
955,50104231,BONDI SUSHI,75 KENMARE STREET,"New York, NY 10012",Manhattan,Japanese
960,50112960,CAFE CHINA,59 WEST   37 STREET,"New York, NY 10018",Manhattan,Chinese
964,50012132,BOQUERIA,1460 2 AVENUE,"New York, NY 10075",Manhattan,Tapas
966,50105315,CAFE GRUMPY,435 WEST   31 STREET,"New York, NY 10001",Manhattan,Coffee/Tea
970,50110343,CAFE HABANA,17 PRINCE STREET,"New York, NY 10012",Manhattan,Mexican
971,50109981,BLANK STREET,63 SPRING STREET,"New York, NY 10012",Manhattan,Coffee/Tea
972,50122884,BLANK STREET COFFEE,190 COLUMBUS AVENUE,"New York, NY 10023",Manhattan,Coffee/Tea
973,50116979,CAFE HUGO,523 GREENWICH STREET,"New York, NY 10013",Manhattan,American 
974,50117143,BLANK STREET,36 3 AVENUE,"New York, NY 10003",Manhattan,Coffee/Tea
976,50093674,CAFE KITSUNE,550 HUDSON STREET,"New York, NY 10014",Manhattan,American 
977,50118836,CAFE LYRIA,166 CROSBY STREET,"New York, NY 10012",Manhattan,Coffee/Tea
979,50131949,CAFE PARADISO,144 WEST   65 STREET,"New York, NY 10023",Manhattan,Italian
981,50120970,BLANK STREET,19 8 AVENUE,"New York, NY 10014",Manhattan,Coffee/Tea
983,50114679,BLANK STREET COFFEE,985 LEXINGTON AVENUE,"New York, NY 10021",Manhattan,Coffee/Tea
984,50125363,MEZZANINE/ EL TAKOY,246 SPRING STREET,"New York, NY 10013",Manhattan,American 
985,50123054,BLANK STREET COFFEE,500 LEXINGTON AVENUE,"New York, NY 10017",Manhattan,Coffee/Tea
986,50123060,BLANK STREET COFFEE,472 3 AVENUE,"New York, NY 10016",Manhattan,Coffee/Tea
988,50135262,BRASSERIE VIET NAM,282 BLEECKER STREET,"New York, NY 10014",Manhattan,Fusion
989,50126409,BLANK STREET COFFEE,171 7 AVENUE,"New York, NY 10011",Manhattan,Coffee/Tea
990,50073898,BOUCHERIE,225 PARK AVENUE SOUTH,"New York, NY 10003",Manhattan,French
993,50052785,BRAVO PIZZA,360 7 AVENUE,"New York, NY 10001",Manhattan,American 
994,50135000,BRAVO PIZZA,378 5 AVENUE,"New York, NY 10018",Manhattan,Pizza
998,50046273,BREADS BAKERY,1890 BROADWAY,"New York, NY 10023",Manhattan,Bakery Products/Desserts
999,50107164,BLU REAL ESTATE CAFE,120 RIVERSIDE BOULEVARD,"New York, NY 10069",Manhattan,Coffee/Tea
1001,50132198,BRICKYARD,23 PARK PLACE,"New York, NY 10007",Manhattan,American 
1002,50134936,BLUE BOX CAFE,6 EAST   57 STREET,"New York, NY 10022",Manhattan,American 
1007,50123041,BLANK STREET COFFEE,30 WEST   57 STREET,"New York, NY 10019",Manhattan,Coffee/Tea
1010,50141013,BLUE RIBBON SUSHI AND STEAK,250 WEST   34 STREET,"New York, NY 10119",Manhattan,Japanese
1013,50118012,BLUE RIBBON SUSHI BAR & GRILL,84 WILLIAM STREET,"New York, NY 10038",Manhattan,Japanese
1019,50129843,CAFFE ARONNE,976A LEXINGTON AVENUE,"New York, NY 10021",Manhattan,Coffee/Tea
1020,50123955,BLUE BOTTLE COFFEE,408 GREENWICH STREET,"New York, NY 10013",Manhattan,Coffee/Tea
1021,50103264,Caffe Aronne,112 GREENWICH AVENUE,"New York, NY 10011",Manhattan,Coffee/Tea
1023,50085940,BLUE HAVEN EAST,493 3 AVENUE,"New York, NY 10016",Manhattan,American 
1028,50107241,BROAD NOSH BAGELS,2350 BROADWAY,"New York, NY 10024",Manhattan,Sandwiches/Salads/Mixed Buffet
1030,50106065,CALAVERAS CORNER,936 AMSTERDAM AVENUE,"New York, NY 10025",Manhattan,American 
1031,50102945,BLUESTONE LANE,30 HUDSON YARDS,"New York, NY 10001",Manhattan,Coffee/Tea
1035,50117510,BNP PARIBAS COFFEE BAR,787 7 AVENUE,"New York, NY 10019",Manhattan,Coffee/Tea
1036,50066835,BLUESTONE LANE,1375 BROADWAY,"New York, NY 10018",Manhattan,Coffee/Tea
1048,50034742,BLUJEEN,2143 FREDERICK DOUGLASS BOULEVARD,"New York, NY 10026",Manhattan,American 
1057,50103610,BUDDHA BAR NEW YORK,62 THOMAS STREET,"New York, NY 10013",Manhattan,Asian/Asian Fusion
1059,50134770,CANDLE CAFE OR CANDLE,388 3 AVENUE,"New York, NY 10016",Manhattan,Vegetarian
1068,50113211,BONDI SUSHI,1140 3 AVENUE,"New York, NY 10065",Manhattan,Japanese
1069,50138563,BUFFALO WILD WINGS GO,455 PARK AVENUE SOUTH,"New York, NY 10016",Manhattan,Chicken
1071,50129819,BONDI SUSHI BAR,2052 BROADWAY,"New York, NY 10023",Manhattan,Japanese
1073,50130010,CAPITAL ONE 59TH & LEXINGTON,731 LEXINGTON AVENUE,"New York, NY 10022",Manhattan,Coffee/Tea
1077,50133134,BOURBON AND BRANCH,421 7 AVENUE,"New York, NY 10001",Manhattan,American 
1078,50109770,Burger Man,740 7 AVENUE,"New York, NY 10019",Manhattan,American 
1080,50126641,BOURKE STREET BAKERY,89 EAST   42 STREET,"New York, NY 10017",Manhattan,Bakery Products/Desserts
1081,50132177,BPX-SAVOYCLUB,767 5 AVENUE,"New York, NY 10153",Manhattan,American 
1084,50129314,BULL CHICKEN,55 WEST   40 STREET,"New York, NY 10018",Manhattan,Korean
1086,50120540,BOCCA DI BACCO,830 9 AVENUE,"New York, NY 10019",Manhattan,Italian
1091,50108485,BRADDAH'S/DON POKE/LITTLE MINT/LA BIRRIA DE RES/CRAFT BURGER/BUTTERFISH/CRUMBS/BAO WORKS,74 5 AVENUE,"New York, NY 10011",Manhattan,Fusion
1096,50125788,CASA CRUZ,36 EAST   61 STREET,"New York, NY 10065",Manhattan,Other
1101,50110741,BONDI SUSHI,246 5 AVENUE,"New York, NY 10001",Manhattan,Japanese
1104,50094961,BREAD N WINE,1415 LEXINGTON AVENUE,"New York, NY 10128",Manhattan,Sandwiches
1106,50116821,CANTO WEST VILLAGE,117 PERRY STREET,"New York, NY 10014",Manhattan,Italian
1107,50129852,CAVA,708 3 AVENUE,"New York, NY 10017",Manhattan,Mediterranean
1109,50137101,CAVA,350 HUDSON STREET,"New York, NY 10014",Manhattan,Mediterranean
1110,50131347,BREADS BAKERY,1230 AVENUE OF THE AMERICAS,"New York, NY 10020",Manhattan,Bakery Products/Desserts
1116,50116803,CAFE BY THE GIRLS,537A WEST   23 STREET,"New York, NY 10011",Manhattan,Coffee/Tea
1120,50106949,GUIRA & TAMBORA,2531 FREDERICK DOUGLASS BOULEVARD,"New York, NY 10030",Manhattan,Caribbean
1122,50004412,BONDURANTS,303 EAST   85 STREET,"New York, NY 10028",Manhattan,American 
1124,50138454,BRETT'S DELI,230 PARK AVENUE,"New York, NY 10169",Manhattan,American 
1125,50110739,BONSAII CAFE,127 EAST   55 STREET,"New York, NY 10022",Manhattan,Coffee/Tea
1127,50112178,BUTLER,177 LAFAYETTE STREET,"New York, NY 10013",Manhattan,Coffee/Tea
1129,50118639,BRONX BREWERY,64 2 AVENUE,"New York, NY 10003",Manhattan,American 
1130,50111081,CAF\xc9 HESTIA,80 MAIDEN LANE,"New York, NY 10038",Manhattan,American 
1133,50080365,CECIL'S STEAKHOUSE/ MINTON'S PLAYHOUSE,210 WEST  118 STREET,"New York, NY 10026",Manhattan,Steakhouse
1134,50081301,BROOKLYN BAGEL & COFFEE COMPANY,63 EAST    8 STREET,"New York, NY 10003",Manhattan,Bagels/Pretzels
1137,50073100,BORIS & HORTON,195 AVENUE A,"New York, NY 10009",Manhattan,Coffee/Tea
1138,50119427,BROOKLYN CHOPHOUSE TIMES SQUARE,253 WEST   47 STREET,"New York, NY 10036",Manhattan,Steakhouse
1139,50134639,CELLAR 36,36 MARKET STREET,"New York, NY 10002",Manhattan,American 
1142,50130714,CARROT EXPRESS,135 WEST   41 STREET,"New York, NY 10036",Manhattan,Fusion
1143,50110695,BOTTE UES,1606 1 AVENUE,"New York, NY 10028",Manhattan,Italian
1146,50115829,BREADS BAKERY,1294 3 AVENUE,"New York, NY 10021",Manhattan,Bakery Products/Desserts
1153,50097042,BUUNNI COFFEE,4211 BROADWAY,"New York, NY 10033",Manhattan,Coffee/Tea
1158,50120099,CAFE NEW,66 WEST   12 STREET,"New York, NY 10011",Manhattan,Coffee/Tea
1159,50126140,C AS IN CHARLIE,5 BLEECKER STREET,"New York, NY 10012",Manhattan,Korean
1160,50137381,CASA CARMEN,5 WEST   21 STREET,"New York, NY 10010",Manhattan,Mexican
1162,50114031,CAFE,131 GREENE STREET,"New York, NY 10012",Manhattan,Coffee/Tea
1163,50116958,CASA TOSCANA,20 UNION SQUARE WEST,"New York, NY 10003",Manhattan,Italian
1164,50124437,CAFE 424,424 WEST   54 STREET,"New York, NY 10019",Manhattan,Coffee/Tea
1171,50106062,BROADWAY PIZZA,2709 BROADWAY,"New York, NY 10025",Manhattan,Pizza
1178,50130678,CASA TOSCANA,124 EAST   14 STREET,"New York, NY 10003",Manhattan,Mediterranean
1190,50138942,CHA CHA MATCHA,1158 BROADWAY,"New York, NY 10001",Manhattan,Other
1192,50007352,CHAMBERS,94 CHAMBERS STREET,"New York, NY 10007",Manhattan,American 
1196,50134655,CELESTIAL/ THE BATEAUX, CHELSEA PIERS,"New York, NY 10011",Manhattan,American 
1197,50122278,BROOKLYN ROASTING COMPANY,828 BROADWAY,"New York, NY 10003",Manhattan,Coffee/Tea
1199,50080782,CANTEEN M & COFFEE M,189 BOWERY,"New York, NY 10002",Manhattan,American 
1210,50128558,CANTO CAFE,117 PERRY STREET,"New York, NY 10014",Manhattan,Coffee/Tea
1213,50136198,PATISSERIE CHANSON,2040 BROADWAY,"New York, NY 10023",Manhattan,Bakery Products/Desserts
1217,50141878,BUFFALO WILD WINGS GO,225 1 AVENUE,"New York, NY 10003",Manhattan,American 
1225,50116311,BULBAP GRILL,746 10 AVENUE,"New York, NY 10019",Manhattan,Korean
1234,50066450,CAVA MEZZE GRILL,325 PARK AVENUE SOUTH,"New York, NY 10010",Manhattan,Mediterranean
1237,50125091,BURGER BY DAY,242 GRAND STREET,"New York, NY 10002",Manhattan,Hamburgers
1240,50129827,CAVA MEZZE GRILL,307 7 AVENUE,"New York, NY 10001",Manhattan,Mediterranean
1242,50099941,CHEZ NICK,1737 YORK AVENUE,"New York, NY 10128",Manhattan,French
1245,50108954,CHICK CHICK,618 AMSTERDAM AVENUE,"New York, NY 10024",Manhattan,Chicken
1246,50131509,CENTURION,1 VANDERBILT AVENUE,"New York, NY 10017",Manhattan,French
1258,50111909,CHIEF,13 EAST   19 STREET,"New York, NY 10003",Manhattan,American 
1260,50072316,BUTTERCUP BAKESHOP,973 2 AVENUE,"New York, NY 10022",Manhattan,Bakery Products/Desserts
1264,50129760,CHALONG,749 9 AVENUE,"New York, NY 10019",Manhattan,Thai
1265,50123932,CHAMPION PIZZA PLUS,115 ESSEX STREET,"New York, NY 10002",Manhattan,Pizza
1267,50119717,CHARLOTTE CAFE,605 2 AVENUE,"New York, NY 10016",Manhattan,American 
1268,50113122,CHARLES PAN-FRIED CHICKEN,146 WEST   72 STREET,"New York, NY 10023",Manhattan,Chicken
1270,50137032,CHARLES PAN-FRIED CHICKEN,439 WEST  125 STREET,"New York, NY 10027",Manhattan,Chicken
1273,50087554,CHEFSCAPE,180 MAIDEN LANE,"New York, NY 10005",Manhattan,American 
1276,50106640,CHEFSCAPE,116 WEST HOUSTON STREET,"New York, NY 10012",Manhattan,American 
1277,50006345,CAFE 2,11 WEST   53 STREET,"New York, NY 10019",Manhattan,American 
1279,50110734,CHELSEA TABLE AND STAGE,152 WEST   26 STREET,"New York, NY 10001",Manhattan,American 
1280,50121315,CASA CARMEN,114 FRANKLIN STREET,"New York, NY 10013",Manhattan,Mexican
1283,50140160,"CHARTWELLS AT PACE, 6TH FLOOR",15 BEEKMAN STREET,"New York, NY 10038",Manhattan,American 
1284,50126441,CASA CIPRIANI CLUB,10 SOUTH STREET,"New York, NY 10004",Manhattan,Italian
1289,50131499,CH\xc2TEAU 49,924 2 AVENUE,"New York, NY 10022",Manhattan,French
1290,50125628,BUTTERDOSE,236 EAST   13 STREET,"New York, NY 10003",Manhattan,Coffee/Tea
1295,50106547,CASA LIMONE,20 EAST   49 STREET,"New York, NY 10017",Manhattan,Italian
1300,50108114,CAFE AROMA,502 9 AVENUE,"New York, NY 10018",Manhattan,American 
1303,50017261,CAFE DE NOVO,94 1/2 GREENWICH STREET,"New York, NY 10006",Manhattan,American 
1304,50141310,CAFE AROMA,839 7 AVENUE,"New York, NY 10019",Manhattan,Bakery Products/Desserts
1309,50116645,CAFE GRUMPY,30 ROCKEFELLER PLAZA,"New York, NY 10112",Manhattan,Coffee/Tea
1312,50125792,CAFE JOAH,212 AVENUE A,"New York, NY 10009",Manhattan,American 
1313,50119256,CAFE SERAFINA,922 7 AVENUE,"New York, NY 10019",Manhattan,Sandwiches/Salads/Mixed Buffet
1316,50128687,CHINA GOURMET,877A 8 AVENUE,"New York, NY 10019",Manhattan,Chinese
1317,50114013,CAFE SKYE,43 CLINTON STREET,"New York, NY 10002",Manhattan,American 
1319,50127105,CHEF HUANG,635 2 AVENUE,"New York, NY 10016",Manhattan,Chinese
1321,50107838,CHINA KING,1759 LEXINGTON AVENUE,"New York, NY 10029",Manhattan,Chinese
1325,50083653,CHELSEA MUSIC HALL,75 9 AVENUE,"New York, NY 10011",Manhattan,American 
1326,50105696,L'AMERICANA,51 IRVING PLACE,"New York, NY 10003",Manhattan,American 
1327,50127104,CHIP CITY,370 COLUMBUS AVENUE,"New York, NY 10024",Manhattan,Bakery Products/Desserts
1331,50125560,CASABIANCA PIZZERIA RESTAURANT,854 10 AVENUE,"New York, NY 10019",Manhattan,Pizza
1334,50070502,CAVA,50 SPRING STREET,"New York, NY 10012",Manhattan,Mediterranean
1335,50078220,CAVIAR RUSSE,538 MADISON AVENUE,"New York, NY 10022",Manhattan,French
1337,50108396,CHINA WOK,454A LENOX AVENUE,"New York, NY 10037",Manhattan,Chinese
1338,50131638,CCG(F6109)-VENABLE NYC CAFE,151 WEST   42 STREET,"New York, NY 10036",Manhattan,American 
1340,50112468,CHIPOTLE MEXICAN GRILL #3641uy;,350 5 AVENUE,"New York, NY 10118",Manhattan,Mexican
1341,50111618,CELLAR DOG,75 CHRISTOPHER STREET,"New York, NY 10014",Manhattan,American 
1343,50110690,CAFFE VITA,124 LUDLOW STREET,"New York, NY 10002",Manhattan,Coffee/Tea
1344,50115873,CHIP CITY,1543 2 AVENUE,"New York, NY 10028",Manhattan,Other
1346,50040810,CALEXICO,1491 2 AVENUE,"New York, NY 10075",Manhattan,Mexican
1349,50097590,CAFFE PANNA,77 IRVING PLACE,"New York, NY 10003",Manhattan,Coffee/Tea
1351,50104804,CHIPOTLE MEXICAN GRILL,3781 BROADWAY,"New York, NY 10032",Manhattan,Tex-Mex
1354,50111681,CHAI AUTHENTIC BEIJING CUISINE,353 WEST   46 STREET,"New York, NY 10036",Manhattan,Chinese
1357,50137167,CHANGLAI FISHBALLS NOODLES,55B BAYARD STREET,"New York, NY 10013",Manhattan,Chinese
1364,50139946,CHEZ OMAR,394 WEST STREET,"New York, NY 10014",Manhattan,Other
1366,50129218,CALETA,131 AVENUE A,"New York, NY 10009",Manhattan,American 
1371,50067926,CALLE DAO CHELSEA,461 WEST   23 STREET,"New York, NY 10011",Manhattan,Chinese/Cuban
1378,50121683,CHEF 28,29 EAST   28 STREET,"New York, NY 10016",Manhattan,Chinese
1383,50113307,CHRIS'S KITCHEN,1490 MADISON AVENUE,"New York, NY 10029",Manhattan,American 
1392,50130090,CITY CHIK,230 PARK AVENUE,"New York, NY 10169",Manhattan,Spanish
1393,50123677,CHEF GUO,135 EAST   50 STREET,"New York, NY 10022",Manhattan,Chinese
1398,50132847,CHICK-FIL-A 918 8TH AVENUE,918 8 AVENUE,"New York, NY 10019",Manhattan,Chicken
1400,50034366,CARLETON LOUNGE,500 WEST  120 STREET,"New York, NY 10027",Manhattan,American 
1401,50139591,ARCH CAFE,550 MADISON AVENUE,"New York, NY 10022",Manhattan,American 
1402,50133797,CARMEN'S KITCHEN / 2 BROS PIZZA,45 WEST   46 STREET,"New York, NY 10036",Manhattan,Other
1403,50120052,CHUN YANG,107A CHAMBERS STREET,"New York, NY 10007",Manhattan,Coffee/Tea
1406,50106587,CARNEGIE PIZZA,200 WEST   41 STREET,"New York, NY 10036",Manhattan,Pizza
1407,50124279,CHIHIRO TEA,552 LAGUARDIA PLACE,"New York, NY 10012",Manhattan,Coffee/Tea
1413,50108603,CHINA KING,2026 LEXINGTON AVENUE,"New York, NY 10035",Manhattan,Chinese
1414,50099541,CIPRIANI SOUTH STREET,10 SOUTH STREET,"New York, NY 10004",Manhattan,Italian
1417,50111068,CASA MAYA,2026 2 AVENUE,"New York, NY 10029",Manhattan,Mexican
1419,50126221,FUMO,415 3 AVENUE,"New York, NY 10016",Manhattan,American 
1426,50120937,CASA TOSCANA,152 WEST   52 STREET,"New York, NY 10019",Manhattan,Italian
1428,50108065,CHICK-FIL-A,1536 3 AVENUE,"New York, NY 10028",Manhattan,Chicken
1430,50083181,CLOUD M,189 BOWERY,"New York, NY 10002",Manhattan,American 
1431,50116782,CASINO,171 EAST BROADWAY,"New York, NY 10002",Manhattan,Italian
1432,50126486,COCOTAZO,1590 PARK AVENUE,"New York, NY 10029",Manhattan,Spanish
1436,50118082,CLUB RECREATIVO LOS AMIGOS,501 WEST  207 STREET,"New York, NY 10034",Manhattan,American 
1438,50111716,STONED PIZZA,235 EAST    4 STREET,"New York, NY 10009",Manhattan,Pizza
1441,50136479,CECCHI'S BAR & GRILL,105 WEST   13 STREET,"New York, NY 10011",Manhattan,American 
1442,50118255,CATERING KITCHEN (GOOGLE),29 11 AVENUE,"New York, NY 10011",Manhattan,American 
1445,50132870,CATRINA MEXICANA,163 EAST  116 STREET,"New York, NY 10029",Manhattan,Mexican
1449,50113214,CHIP CITY,30 ROCKEFELLER PLAZA,"New York, NY 10112",Manhattan,Bakery Products/Desserts
1453,50114911,COFFEE AT,521 5 AVENUE,"New York, NY 10175",Manhattan,Coffee/Tea
1455,50081691,CAVEAT,19 CLINTON STREET,"New York, NY 10002",Manhattan,American 
1459,50106359,Coffee Project New York - Chelsea,155 7 AVENUE,"New York, NY 10011",Manhattan,Coffee/Tea
1462,50134542,CENTRAL MARKET / WINE BAR / SPOILED PARROT,96 SOUTH STREET,"New York, NY 10038",Manhattan,American 
1463,50125519,COMMON ADDRESS,305 WEST   60 STREET,"New York, NY 10023",Manhattan,Coffee/Tea
1465,50128540,CENTRO PIZZA,1469 2 AVENUE,"New York, NY 10075",Manhattan,Pizza
1466,50119336,COMMON GOOD HARLEM,2801 FREDERICK DOUGLASS BOULEVARD,"New York, NY 10039",Manhattan,Coffee/Tea
1468,50064374,CERVO'S,43 CANAL STREET,"New York, NY 10002",Manhattan,Portuguese
1469,50116067,COMODO RESTAURANT,23 LEXINGTON AVENUE,"New York, NY 10010",Manhattan,Other
1471,50130997,CHA CHA MATCHA,922 BROADWAY,"New York, NY 10010",Manhattan,Coffee/Tea
1473,50050878,"COLUMBIA UNIVERSITY BAKER ATHLETICS COMPLEX, STAND #3",533 WEST  218 STREET,"New York, NY 10034",Manhattan,Coffee/Tea
1476,50128873,CHIRP,847 2 AVENUE,"New York, NY 10017",Manhattan,Peruvian
1480,50105756,COMPANY CULTURE,335 MADISON AVENUE,"New York, NY 10017",Manhattan,Coffee/Tea
